Table,Column,column_id,max_length,Precision,Collation Name,is_nullable
BPA_BRGR_RUL_GRP_R,BRGU_GU_ID,1,36,0,Latin1_General_BIN,0
BPA_BRGR_RUL_GRP_R,RLGD_GU_ID,2,36,0,Latin1_General_BIN,0
BPA_BRGR_RUL_GRP_R,BRGR_LOCK_TOKEN,3,2,5,NULL,0
BPA_BRGR_RUL_GRP_R,ATXR_SOURCE_ID,4,8,23,NULL,0
BPA_BRGR_RUL_GRP_R,SYS_LAST_UPD_DTM,5,8,23,NULL,1
BPA_BRGR_RUL_GRP_R,SYS_USUS_ID,6,48,0,Latin1_General_BIN,1
BPA_BRGR_RUL_GRP_R,SYS_DBUSER_ID,7,48,0,Latin1_General_BIN,1
BPA_BRGU_RUL_GRP_U,BRGU_GU_ID,1,36,0,Latin1_General_BIN,0
BPA_BRGU_RUL_GRP_U,RLTD_RULE_TYPE,2,4,0,Latin1_General_BIN,0
BPA_BRGU_RUL_GRP_U,BPTD_BUS_PCS_TYPE,3,4,0,Latin1_General_BIN,0
BPA_BRGU_RUL_GRP_U,BRGU_EFF_DT,4,8,23,NULL,0
BPA_BRGU_RUL_GRP_U,BRGU_TERM_DT,5,8,23,NULL,0
BPA_BRGU_RUL_GRP_U,BRGU_USAGE_ID,6,18,0,Latin1_General_BIN,0
BPA_BRGU_RUL_GRP_U,BRGU_LOCK_TOKEN,7,2,5,NULL,0
BPA_BRGU_RUL_GRP_U,ATXR_SOURCE_ID,8,8,23,NULL,0
BPA_BRGU_RUL_GRP_U,SYS_LAST_UPD_DTM,9,8,23,NULL,1
BPA_BRGU_RUL_GRP_U,SYS_USUS_ID,10,48,0,Latin1_General_BIN,1
BPA_BRGU_RUL_GRP_U,SYS_DBUSER_ID,11,48,0,Latin1_General_BIN,1
BPA_DPSC_SVC_CAT_A,DOFR_ID,1,12,0,Latin1_General_BIN,0
BPA_DPSC_SVC_CAT_A,QLTD_QUAL_TYPE,2,4,0,Latin1_General_BIN,0
BPA_DPSC_SVC_CAT_A,DFSC_ID,3,8,0,Latin1_General_BIN,0
BPA_DPSC_SVC_CAT_A,DPSC_SECTION,4,2,5,NULL,0
BPA_DPSC_SVC_CAT_A,RLBP_GU_ID,5,36,0,Latin1_General_BIN,0
BPA_DPSC_SVC_CAT_A,DPSC_LOCK_TOKEN,6,2,5,NULL,0
BPA_DPSC_SVC_CAT_A,ATXR_SOURCE_ID,7,8,23,NULL,0
BPA_DPSC_SVC_CAT_A,SYS_LAST_UPD_DTM,8,8,23,NULL,1
BPA_DPSC_SVC_CAT_A,SYS_USUS_ID,9,48,0,Latin1_General_BIN,1
BPA_DPSC_SVC_CAT_A,SYS_DBUSER_ID,10,48,0,Latin1_General_BIN,1
BPA_DSCR_COND_R,DFSC_ID,1,8,0,Latin1_General_BIN,0
BPA_DSCR_COND_R,QLCD_GU_ID,2,36,0,Latin1_General_BIN,0
BPA_DSCR_COND_R,QLTD_QUAL_TYPE,3,4,0,Latin1_General_BIN,0
BPA_DSCR_COND_R,DSCR_LOCK_TOKEN,4,2,5,NULL,0
BPA_DSCR_COND_R,ATXR_SOURCE_ID,5,8,23,NULL,0
BPA_DSCR_COND_R,SYS_LAST_UPD_DTM,6,8,23,NULL,1
BPA_DSCR_COND_R,SYS_USUS_ID,7,48,0,Latin1_General_BIN,1
BPA_DSCR_COND_R,SYS_DBUSER_ID,8,48,0,Latin1_General_BIN,1
BPA_DSRM_SVC_MAP_D,RLBP_GU_ID,1,36,0,Latin1_General_BIN,0
BPA_DSRM_SVC_MAP_D,DSRM_SEQ_NO,2,2,5,NULL,0
BPA_DSRM_SVC_MAP_D,DOFR_ID,3,12,0,Latin1_General_BIN,0
BPA_DSRM_SVC_MAP_D,DFSC_ID,4,8,0,Latin1_General_BIN,0
BPA_DSRM_SVC_MAP_D,DSRM_PRCS_SEQ,5,2,5,NULL,0
BPA_DSRM_SVC_MAP_D,DSRM_CL_DELG_IND,6,1,0,Latin1_General_BIN,0
BPA_DSRM_SVC_MAP_D,DSRM_CL_DELG_ID,7,12,0,Latin1_General_BIN,0
BPA_DSRM_SVC_MAP_D,DSRM_CL_EXCD,8,4,0,Latin1_General_BIN,0
BPA_DSRM_SVC_MAP_D,DSRM_UM_DELG_IND,9,1,0,Latin1_General_BIN,0
BPA_DSRM_SVC_MAP_D,DSRM_UM_DELG_ID,10,12,0,Latin1_General_BIN,0
BPA_DSRM_SVC_MAP_D,DSRM_RSK_DELG_IND,11,1,0,Latin1_General_BIN,0
BPA_DSRM_SVC_MAP_D,DSRM_RSK_DELG_ID,12,12,0,Latin1_General_BIN,0
BPA_DSRM_SVC_MAP_D,DSRM_REIMB_IND,13,1,0,Latin1_General_BIN,0
BPA_DSRM_SVC_MAP_D,DSRM_CRFD_FUND_ID,14,4,0,Latin1_General_BIN,0
BPA_DSRM_SVC_MAP_D,DSRM_PRIORITY_IND,15,1,0,Latin1_General_BIN,0
BPA_DSRM_SVC_MAP_D,QLCD_GU_ID,16,36,0,Latin1_General_BIN,0
BPA_DSRM_SVC_MAP_D,DSRM_LOCK_TOKEN,17,2,5,NULL,0
BPA_DSRM_SVC_MAP_D,ATXR_SOURCE_ID,18,8,23,NULL,0
BPA_DSRM_SVC_MAP_D,SYS_LAST_UPD_DTM,19,8,23,NULL,1
BPA_DSRM_SVC_MAP_D,SYS_USUS_ID,20,48,0,Latin1_General_BIN,1
BPA_DSRM_SVC_MAP_D,SYS_DBUSER_ID,21,48,0,Latin1_General_BIN,1
BPA_QGRL_REL_R,QLCD_GU_ID,1,36,0,Latin1_General_BIN,0
BPA_QGRL_REL_R,QLGR_GU_ID,2,36,0,Latin1_General_BIN,0
BPA_QGRL_REL_R,QGRL_LOCK_TOKEN,3,2,5,NULL,0
BPA_QGRL_REL_R,ATXR_SOURCE_ID,4,8,23,NULL,0
BPA_QGRL_REL_R,SYS_LAST_UPD_DTM,5,8,23,NULL,1
BPA_QGRL_REL_R,SYS_USUS_ID,6,48,0,Latin1_General_BIN,1
BPA_QGRL_REL_R,SYS_DBUSER_ID,7,48,0,Latin1_General_BIN,1
BPA_QLCD_COND_D,QLCD_GU_ID,1,36,0,Latin1_General_BIN,0
BPA_QLCD_COND_D,QLCD_DESC,2,70,0,Latin1_General_BIN,0
BPA_QLCD_COND_D,QLCD_EFF_DT,3,8,23,NULL,0
BPA_QLCD_COND_D,QLCD_TERM_DT,4,8,23,NULL,0
BPA_QLCD_COND_D,QLCD_LOCK_TOKEN,5,2,5,NULL,0
BPA_QLCD_COND_D,ATXR_SOURCE_ID,6,8,23,NULL,0
BPA_QLCD_COND_D,SYS_LAST_UPD_DTM,7,8,23,NULL,1
BPA_QLCD_COND_D,SYS_USUS_ID,8,48,0,Latin1_General_BIN,1
BPA_QLCD_COND_D,SYS_DBUSER_ID,9,48,0,Latin1_General_BIN,1
BPA_QLDF_QUAL_D,QLDF_ID,1,8,0,Latin1_General_BIN,0
BPA_QLDF_QUAL_D,QLDF_METHOD,2,50,0,Latin1_General_BIN,0
BPA_QLDF_QUAL_D,QLTD_QUAL_TYPE,3,4,0,Latin1_General_BIN,0
BPA_QLDF_QUAL_D,QLDF_ENTRY_TYPE,4,4,10,NULL,0
BPA_QLDF_QUAL_D,QLDF_DATA_TYPE,5,8,0,Latin1_General_BIN,0
BPA_QLDF_QUAL_D,QLDF_DEFAULT_VAL,6,18,0,Latin1_General_BIN,0
BPA_QLDF_QUAL_D,QLDF_PARM_STYLE,7,1,0,Latin1_General_BIN,0
BPA_QLDF_QUAL_D,APMD_ID,8,8,0,Latin1_General_BIN,0
BPA_QLDF_QUAL_D,MCTR_ENTITY,9,4,0,Latin1_General_BIN,0
BPA_QLDF_QUAL_D,MCTR_TYPE,10,4,0,Latin1_General_BIN,0
BPA_QLDF_QUAL_D,QLDF_LOCK_TOKEN,11,2,5,NULL,0
BPA_QLDF_QUAL_D,ATXR_SOURCE_ID,12,8,23,NULL,0
BPA_QLDF_QUAL_D,SYS_LAST_UPD_DTM,13,8,23,NULL,1
BPA_QLDF_QUAL_D,SYS_USUS_ID,14,48,0,Latin1_General_BIN,1
BPA_QLDF_QUAL_D,SYS_DBUSER_ID,15,48,0,Latin1_General_BIN,1
BPA_QLDP_PARM_D,QLDF_ID,1,8,0,Latin1_General_BIN,0
BPA_QLDP_PARM_D,QLDP_SEQ_NO,2,2,5,NULL,0
BPA_QLDP_PARM_D,QLDP_DATA_TAG,3,18,0,Latin1_General_BIN,0
BPA_QLDP_PARM_D,QLDP_COLL_IND,4,1,0,Latin1_General_BIN,0
BPA_QLDP_PARM_D,QLDP_COLL_NAME,5,18,0,Latin1_General_BIN,0
BPA_QLDP_PARM_D,QLDP_REC_NAME,6,18,0,Latin1_General_BIN,0
BPA_QLDP_PARM_D,QLDP_LOCK_TOKEN,7,2,5,NULL,0
BPA_QLDP_PARM_D,ATXR_SOURCE_ID,8,8,23,NULL,0
BPA_QLDP_PARM_D,SYS_LAST_UPD_DTM,9,8,23,NULL,1
BPA_QLDP_PARM_D,SYS_USUS_ID,10,48,0,Latin1_General_BIN,1
BPA_QLDP_PARM_D,SYS_DBUSER_ID,11,48,0,Latin1_General_BIN,1
BPA_QLGR_QGRP_D,QLGR_GU_ID,1,36,0,Latin1_General_BIN,0
BPA_QLGR_QGRP_D,QLGR_GRP_DESC,2,50,0,Latin1_General_BIN,0
BPA_QLGR_QGRP_D,RLTD_RULE_TYPE,3,4,0,Latin1_General_BIN,0
BPA_QLGR_QGRP_D,QLTD_QUAL_TYPE,4,4,0,Latin1_General_BIN,0
BPA_QLGR_QGRP_D,QLGR_EFF_DT,5,8,23,NULL,0
BPA_QLGR_QGRP_D,QLGR_TERM_DT,6,8,23,NULL,0
BPA_QLGR_QGRP_D,QLGR_AND_OR_IND,7,1,0,Latin1_General_BIN,0
BPA_QLGR_QGRP_D,QLGR_SAME_LINE_IND,8,1,0,Latin1_General_BIN,0
BPA_QLGR_QGRP_D,QLGR_LOCK_TOKEN,9,2,5,NULL,0
BPA_QLGR_QGRP_D,ATXR_SOURCE_ID,10,8,23,NULL,0
BPA_QLGR_QGRP_D,SYS_LAST_UPD_DTM,11,8,23,NULL,1
BPA_QLGR_QGRP_D,SYS_USUS_ID,12,48,0,Latin1_General_BIN,1
BPA_QLGR_QGRP_D,SYS_DBUSER_ID,13,48,0,Latin1_General_BIN,1
BPA_QLGV_VALUE_U,QLGR_GU_ID,1,36,0,Latin1_General_BIN,0
BPA_QLGV_VALUE_U,QLGV_SEQ_NO,2,2,5,NULL,0
BPA_QLGV_VALUE_U,QLDF_ID,3,8,0,Latin1_General_BIN,0
BPA_QLGV_VALUE_U,QLGV_EFF_DT,4,8,23,NULL,0
BPA_QLGV_VALUE_U,QLGV_TERM_DT,5,8,23,NULL,0
BPA_QLGV_VALUE_U,QLGV_OPERAND_TYPE,6,2,5,NULL,0
BPA_QLGV_VALUE_U,QLGV_CODE_TP_LOW,7,50,0,Latin1_General_BIN,0
BPA_QLGV_VALUE_U,QLGV_CODE_TP_HIGH,8,50,0,Latin1_General_BIN,0
BPA_QLGV_VALUE_U,QLGV_DISPLAY_LOW,9,50,0,Latin1_General_BIN,0
BPA_QLGV_VALUE_U,QLGV_DISPLAY_HIGH,10,50,0,Latin1_General_BIN,0
BPA_QLGV_VALUE_U,QLGV_LOCK_TOKEN,11,2,5,NULL,0
BPA_QLGV_VALUE_U,ATXR_SOURCE_ID,12,8,23,NULL,0
BPA_QLGV_VALUE_U,SYS_LAST_UPD_DTM,13,8,23,NULL,1
BPA_QLGV_VALUE_U,SYS_USUS_ID,14,48,0,Latin1_General_BIN,1
BPA_QLGV_VALUE_U,SYS_DBUSER_ID,15,48,0,Latin1_General_BIN,1
BPA_QLTD_QTYP_D,QLTD_QUAL_TYPE,1,4,0,Latin1_General_BIN,0
BPA_QLTD_QTYP_D,QLTD_DESC,2,70,0,Latin1_General_BIN,0
BPA_QLTD_QTYP_D,APMD_ID,3,8,0,Latin1_General_BIN,0
BPA_QLTD_QTYP_D,QLTD_LOCK_TOKEN,4,2,5,NULL,0
BPA_QLTD_QTYP_D,ATXR_SOURCE_ID,5,8,23,NULL,0
BPA_QLTD_QTYP_D,SYS_LAST_UPD_DTM,6,8,23,NULL,1
BPA_QLTD_QTYP_D,SYS_USUS_ID,7,48,0,Latin1_General_BIN,1
BPA_QLTD_QTYP_D,SYS_DBUSER_ID,8,48,0,Latin1_General_BIN,1
BPA_RLBP_BP_RULE_D,RLBP_GU_ID,1,36,0,Latin1_General_BIN,0
BPA_RLBP_BP_RULE_D,RLTD_RULE_TYPE,2,4,0,Latin1_General_BIN,0
BPA_RLBP_BP_RULE_D,RLBP_DESC,3,70,0,Latin1_General_BIN,0
BPA_RLBP_BP_RULE_D,RLBP_EFF_DT,4,8,23,NULL,0
BPA_RLBP_BP_RULE_D,RLBP_TERM_DT,5,8,23,NULL,0
BPA_RLBP_BP_RULE_D,RLBP_SECTION,6,2,5,NULL,0
BPA_RLBP_BP_RULE_D,RLBP_SEQ_NO,7,2,5,NULL,0
BPA_RLBP_BP_RULE_D,RLBP_LEVEL,8,2,5,NULL,0
BPA_RLBP_BP_RULE_D,QLCD_GU_ID,9,36,0,Latin1_General_BIN,0
BPA_RLBP_BP_RULE_D,RLBP_ACT_VAL,10,1,0,Latin1_General_BIN,0
BPA_RLBP_BP_RULE_D,RLBP_MCTR_REAS,11,4,0,Latin1_General_BIN,0
BPA_RLBP_BP_RULE_D,RLBP_LOCK_TOKEN,12,2,5,NULL,0
BPA_RLBP_BP_RULE_D,ATXR_SOURCE_ID,13,8,23,NULL,0
BPA_RLBP_BP_RULE_D,SYS_LAST_UPD_DTM,14,8,23,NULL,1
BPA_RLBP_BP_RULE_D,SYS_USUS_ID,15,48,0,Latin1_General_BIN,1
BPA_RLBP_BP_RULE_D,SYS_DBUSER_ID,16,48,0,Latin1_General_BIN,1
BPA_RLGD_RUL_GRP_D,RLGD_GU_ID,1,36,0,Latin1_General_BIN,0
BPA_RLGD_RUL_GRP_D,RLGD_RUL_GRP_ID,2,18,0,Latin1_General_BIN,0
BPA_RLGD_RUL_GRP_D,RLTD_RULE_TYPE,3,4,0,Latin1_General_BIN,0
BPA_RLGD_RUL_GRP_D,QLTD_QUAL_TYPE,4,4,0,Latin1_General_BIN,0
BPA_RLGD_RUL_GRP_D,RLGD_DESC,5,70,0,Latin1_General_BIN,0
BPA_RLGD_RUL_GRP_D,RLGD_EFF_DT,6,8,23,NULL,0
BPA_RLGD_RUL_GRP_D,RLGD_TERM_DT,7,8,23,NULL,0
BPA_RLGD_RUL_GRP_D,RLGD_RTYP_PCS_SEQ,8,2,5,NULL,0
BPA_RLGD_RUL_GRP_D,RLGD_LOCK_TOKEN,9,2,5,NULL,0
BPA_RLGD_RUL_GRP_D,ATXR_SOURCE_ID,10,8,23,NULL,0
BPA_RLGD_RUL_GRP_D,SYS_LAST_UPD_DTM,11,8,23,NULL,1
BPA_RLGD_RUL_GRP_D,SYS_USUS_ID,12,48,0,Latin1_General_BIN,1
BPA_RLGD_RUL_GRP_D,SYS_DBUSER_ID,13,48,0,Latin1_General_BIN,1
BPA_RLGR_GRP_SET_R,RLGD_GU_ID,1,36,0,Latin1_General_BIN,0
BPA_RLGR_GRP_SET_R,RLBP_GU_ID,2,36,0,Latin1_General_BIN,0
BPA_RLGR_GRP_SET_R,RLGR_LOCK_TOKEN,3,2,5,NULL,0
BPA_RLGR_GRP_SET_R,ATXR_SOURCE_ID,4,8,23,NULL,0
BPA_RLGR_GRP_SET_R,SYS_LAST_UPD_DTM,5,8,23,NULL,1
BPA_RLGR_GRP_SET_R,SYS_USUS_ID,6,48,0,Latin1_General_BIN,1
BPA_RLGR_GRP_SET_R,SYS_DBUSER_ID,7,48,0,Latin1_General_BIN,1
BPA_RLQL_QLDA_A,RLTD_RULE_TYPE,1,4,0,Latin1_General_BIN,0
BPA_RLQL_QLDA_A,QLTD_QUAL_TYPE,2,4,0,Latin1_General_BIN,0
BPA_RLQL_QLDA_A,QLDF_ID,3,8,0,Latin1_General_BIN,0
BPA_RLQL_QLDA_A,RLQL_LOCK_TOKEN,4,2,5,NULL,0
BPA_RLQL_QLDA_A,ATXR_SOURCE_ID,5,8,23,NULL,0
BPA_RLQL_QLDA_A,SYS_LAST_UPD_DTM,6,8,23,NULL,1
BPA_RLQL_QLDA_A,SYS_USUS_ID,7,48,0,Latin1_General_BIN,1
BPA_RLQL_QLDA_A,SYS_DBUSER_ID,8,48,0,Latin1_General_BIN,1
BPA_RLTD_RTYP_D,RLTD_RULE_TYPE,1,4,0,Latin1_General_BIN,0
BPA_RLTD_RTYP_D,RLTD_DESC,2,70,0,Latin1_General_BIN,0
BPA_RLTD_RTYP_D,RLTD_TXN_LVL,3,1,0,Latin1_General_BIN,0
BPA_RLTD_RTYP_D,APMD_ID,4,8,0,Latin1_General_BIN,0
BPA_RLTD_RTYP_D,RLTD_LOCK_TOKEN,5,2,5,NULL,0
BPA_RLTD_RTYP_D,ATXR_SOURCE_ID,6,8,23,NULL,0
BPA_RLTD_RTYP_D,SYS_LAST_UPD_DTM,7,8,23,NULL,1
BPA_RLTD_RTYP_D,SYS_USUS_ID,8,48,0,Latin1_General_BIN,1
BPA_RLTD_RTYP_D,SYS_DBUSER_ID,9,48,0,Latin1_General_BIN,1
BPA_SHDR_SECTION_HDR,SHDR_GROUP_ID,1,18,0,Latin1_General_BIN,0
BPA_SHDR_SECTION_HDR,QLTD_QUAL_TYPE,2,4,0,Latin1_General_BIN,0
BPA_SHDR_SECTION_HDR,RLTD_RULE_TYPE,3,4,0,Latin1_General_BIN,0
BPA_SHDR_SECTION_HDR,SHDR_ID,4,4,0,Latin1_General_BIN,0
BPA_SHDR_SECTION_HDR,SHDR_SECTION,5,2,5,NULL,0
BPA_SHDR_SECTION_HDR,RLBP_GU_ID,6,36,0,Latin1_General_BIN,0
BPA_SHDR_SECTION_HDR,SHDR_LOCK_TOKEN,7,2,5,NULL,0
BPA_SHDR_SECTION_HDR,ATXR_SOURCE_ID,8,8,23,NULL,0
BPA_SHDR_SECTION_HDR,SYS_LAST_UPD_DTM,9,8,23,NULL,1
BPA_SHDR_SECTION_HDR,SYS_USUS_ID,10,48,0,Latin1_General_BIN,1
BPA_SHDR_SECTION_HDR,SYS_DBUSER_ID,11,48,0,Latin1_General_BIN,1
BPA_VBMP_VBP_MAP,RLBP_GU_ID,1,36,0,Latin1_General_BIN,0
BPA_VBMP_VBP_MAP,VBMP_SEQ_NO,2,2,5,NULL,0
BPA_VBMP_VBP_MAP,VBMP_TAG,3,18,0,Latin1_General_BIN,0
BPA_VBMP_VBP_MAP,VBMP_VALUE,4,32,0,Latin1_General_BIN,0
BPA_VBMP_VBP_MAP,VBMP_LOCK_TOKEN,5,2,5,NULL,0
BPA_VBMP_VBP_MAP,ATXR_SOURCE_ID,6,8,23,NULL,0
BPA_VBMP_VBP_MAP,SYS_LAST_UPD_DTM,7,8,23,NULL,1
BPA_VBMP_VBP_MAP,SYS_USUS_ID,8,48,0,Latin1_General_BIN,1
BPA_VBMP_VBP_MAP,SYS_DBUSER_ID,9,48,0,Latin1_General_BIN,1
CDS_BADE_DETAIL,BLEI_CK,1,4,10,NULL,0
CDS_BADE_DETAIL,BLEI_BILL_LEVEL,2,1,0,Latin1_General_BIN,0
CDS_BADE_DETAIL,BLEI_ID,3,12,0,Latin1_General_BIN,0
CDS_BADE_DETAIL,BLEI_NAME,4,50,0,Latin1_General_BIN,0
CDS_BADE_DETAIL,BLBL_FROM_DUE_DT,5,8,23,NULL,0
CDS_BADE_DETAIL,BLBL_TO_DUE_DT,6,8,23,NULL,0
CDS_BADE_DETAIL,BLAR_RET_MOS,7,4,10,NULL,0
CDS_BADE_DETAIL,BLAR_RET_IND,8,1,0,Latin1_General_BIN,0
CDS_BADE_DETAIL,BLAR_ARCH_MOS,9,4,10,NULL,0
CDS_BADE_DETAIL,BADE_LOCK_TOKEN,10,2,5,NULL,0
CDS_BADE_DETAIL,ATXR_SOURCE_ID,11,8,23,NULL,0
CDS_BEIN_BL_INDIC,BLEI_CK,1,4,10,NULL,0
CDS_BEIN_BL_INDIC,BLEI_BILL_LEVEL,2,1,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,CICI_ID,3,2,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,BGBG_CK,4,4,10,NULL,0
CDS_BEIN_BL_INDIC,BGBG_ID,5,8,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,BGBG_NAME,6,50,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,PAGR_CK,7,4,10,NULL,0
CDS_BEIN_BL_INDIC,PAGR_ID,8,9,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,PAGR_NAME,9,50,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,GRGR_CK,10,4,10,NULL,0
CDS_BEIN_BL_INDIC,GRGR_ID,11,8,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,GRGR_NAME,12,50,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,SGSG_CK,13,4,10,NULL,0
CDS_BEIN_BL_INDIC,SGSG_ID,14,4,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,SGSG_NAME,15,50,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,SBSB_CK,16,4,10,NULL,0
CDS_BEIN_BL_INDIC,SBSB_ID,17,9,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,BEIN_SBSB_NAME,18,55,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,BEIN_ORIG_EFF_DT,19,8,23,NULL,0
CDS_BEIN_BL_INDIC,BEIN_BLEI_ID,20,12,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,BEIN_BLEI_NAME,21,55,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,BEIN_BLEI_ADDR1,22,40,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,BEIN_BLEI_ADDR2,23,40,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,BEIN_BLEI_ADDR3,24,40,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,BEIN_BLEI_CITY,25,19,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,BEIN_BLEI_STATE,26,2,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,BEIN_BLEI_ZIP,27,11,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,BEIN_BLEI_COUNTY,28,20,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,BEIN_BLEI_CTRY_CD,29,4,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,BEIN_BLEI_PHONE,30,20,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,BEIN_BLEI_PHON_EXT,31,4,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,BEIN_BLEI_FAX,32,20,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,BEIN_BLEI_FAX_EXT,33,4,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,BEIN_BLEI_EMAIL,34,40,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,BEIN_TERM_DT,35,8,23,NULL,0
CDS_BEIN_BL_INDIC,AFAI_NAME,36,50,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,AFAI_CK,37,4,10,NULL,0
CDS_BEIN_BL_INDIC,AFAI_ID,38,12,0,Latin1_General_BIN,0
CDS_BEIN_BL_INDIC,BEIN_LOCK_TOKEN,39,2,5,NULL,0
CDS_BLBF_BLAC_FCST,BLEI_CK,1,4,10,NULL,0
CDS_BLBF_BLAC_FCST,BLBL_DUE_DT,2,8,23,NULL,0
CDS_BLBF_BLAC_FCST,BLCN_ID,3,12,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,BLBF_CREATE_DTM,4,8,23,NULL,0
CDS_BLBF_BLAC_FCST,BLBF_POSTING_DT,5,8,23,NULL,0
CDS_BLBF_BLAC_FCST,RCPT_ID,6,12,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,BLRC_SEQ_NO,7,4,10,NULL,0
CDS_BLBF_BLAC_FCST,CSPI_ID,8,8,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,PDPD_ID,9,8,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,PDBL_ID,10,4,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,PMFA_ID,11,2,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,LOBD_ID,12,4,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,COCE_ID,13,12,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,BLBF_ACCT_CAT,14,4,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,BLBF_YR1_IND,15,1,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,BLBF_TYPE,16,1,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,BLBF_SOURCE,17,1,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,ACAD_GEN_LDGR_NO,18,24,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,BLBF_DEBIT_AMT,19,8,19,NULL,0
CDS_BLBF_BLAC_FCST,BLBF_CREDIT_AMT,20,8,19,NULL,0
CDS_BLBF_BLAC_FCST,ACGL_TYPE,21,1,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,ACGL_ACTIVITY,22,1,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,BLBF_VAR_DATA_1,23,12,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,BLBF_VAR_DATA_2,24,12,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,BLBF_VAR_DATA_3,25,12,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,BLBF_JE_NO,26,12,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,BLBF_OPTS,27,4,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,RCPT_MCTR_HOLD,28,4,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,MCBD_ID,29,12,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,BLBF_INVOICE_DTM,30,8,23,NULL,0
CDS_BLBF_BLAC_FCST,BLBF_FNAC_PCS_IND,31,1,0,Latin1_General_BIN,0
CDS_BLBF_BLAC_FCST,BLBF_LOCK_TOKEN,32,2,5,NULL,0
CDS_BLBF_BLAC_FCST,ATXR_SOURCE_ID,33,8,23,NULL,0
CDS_CACG_CHARGE,SYIN_INST,1,4,10,NULL,0
CDS_CACG_CHARGE,MEME_CK,2,4,10,NULL,0
CDS_CACG_CHARGE,CAST_CONF_NUM,3,2,5,NULL,0
CDS_CACG_CHARGE,CASV_MCTR_TYPE,4,4,0,Latin1_General_BIN,0
CDS_CACG_CHARGE,CACG_TYPE_DESC,5,30,0,Latin1_General_BIN,0
CDS_CACG_CHARGE,CACG_CHARGE,6,8,19,NULL,0
CDS_CACG_CHARGE,CACG_ALLOW,7,8,19,NULL,0
CDS_CACG_CHARGE,CACG_DEDUCT,8,8,19,NULL,0
CDS_CACG_CHARGE,CACG_COPAY,9,8,19,NULL,0
CDS_CACG_CHARGE,CACG_COINS,10,8,19,NULL,0
CDS_CACG_CHARGE,CACG_RISK_WH,11,8,19,NULL,0
CDS_CACG_CHARGE,CACG_COB,12,8,19,NULL,0
CDS_CACG_CHARGE,CACG_BENEFIT,13,8,19,NULL,0
CDS_CACG_CHARGE,CACG_LOCK_TOKEN,14,2,5,NULL,0
